language,term,translation,parent,tags
English,decant,,,11k
English,decanted,decant,,11k
English,decanter,decant,,11k
English,decanters,decant,,11k
English,decanting,decant,,11k
English,decants,decant,,11k
English,deciduous,,,11k
English,decommission,,,11k
English,decommissioned,decommission,,11k
English,decommissioning,decommission,,11k
English,decommissions,decommission,,11k
English,decompress,,,11k
English,decompressed,decompress,,11k
English,decompresses,decompress,,11k
English,decompressing,decompress,,11k
English,decompression,decompress,,11k
English,decompressions,decompress,,11k
English,decompressor,decompress,,11k
English,decompressors,decompress,,11k
English,decorum,,,11k
English,decorums,decorum,,11k
English,decrepit,,,11k
English,defecate,,,11k
English,defecated,defecate,,11k
English,defecates,defecate,,11k
English,defecating,defecate,,11k
English,defecation,defecate,,11k
English,defecations,defecate,,11k
English,defecatory,defecate,,11k
English,defile,,,11k
English,defiled,defile,,11k
English,defilement,defile,,11k
English,defilements,defile,,11k
English,defiler,defile,,11k
English,defilers,defile,,11k
English,defiles,defile,,11k
English,defiling,defile,,11k
English,defrost,,,11k
English,defrosted,defrost,,11k
English,defroster,defrost,,11k
English,defrosters,defrost,,11k
English,defrosting,defrost,,11k
English,defrosts,defrost,,11k
English,dei,,,11k
English,delectable,,,11k
English,delectably,delectable,,11k
English,delimit,,,11k
English,delimitation,delimit,,11k
English,delimited,delimit,,11k
English,delimiting,delimit,,11k
English,delimits,delimit,,11k
English,delirium,,,11k
English,deliriums,delirium,,11k
English,demilitarised,,,11k
English,demilitarisation,demilitarised,,11k
English,demilitarization,demilitarised,,11k
English,demilitarized,demilitarised,,11k
English,demur,,,11k
English,demural,demur,,11k
English,demurred,demur,,11k
English,demurring,demur,,11k
English,demurs,demur,,11k
English,demystify,,,11k
English,demystification,demystify,,11k
English,demystified,demystify,,11k
English,demystifies,demystify,,11k
English,demystifying,demystify,,11k
English,denizen,,,11k
English,denizens,denizen,,11k
English,deodorant,,,11k
English,deodorants,deodorant,,11k
English,depopulate,,,11k
English,depopulated,depopulate,,11k
English,depopulates,depopulate,,11k
English,depopulating,depopulate,,11k
English,depopulation,depopulate,,11k
English,derogatory,,,11k
English,derogatorily,derogatory,,11k
English,desegregate,,,11k
English,desegregated,desegregate,,11k
English,desegregates,desegregate,,11k
English,desegregating,desegregate,,11k
English,desegregation,desegregate,,11k
English,desiccated,,,11k
English,desiccation,desiccated,,11k
English,dessicating,desiccated,,11k
English,desist,,,11k
English,desisted,desist,,11k
English,desisting,desist,,11k
English,desists,desist,,11k
English,detoxify,,,11k
English,detoxification,detoxify,,11k
English,detoxifications,detoxify,,11k
English,detoxified,detoxify,,11k
English,detoxifies,detoxify,,11k
English,detoxifying,detoxify,,11k
English,dexterity,,,11k
English,dexterities,dexterity,,11k
English,diabolical,,,11k
English,diabolically,diabolical,,11k
English,diction,,,11k
English,dictions,diction,,11k
English,diffident,,,11k
English,diffidence,diffident,,11k
English,diffidently,diffident,,11k
English,diffract,,,11k
English,diffractions,diffract,,11k
English,diffraction,diffract,,11k
English,diffractive,diffract,,11k
English,dinar,,,11k
English,dinars,dinar,,11k
English,diode,,,11k
English,diodes,diode,,11k
English,disaggregate,,,11k
English,disaggregated,disaggregate,,11k
English,disaggregates,disaggregate,,11k
English,disaggregating,disaggregate,,11k
English,disaggregation,disaggregate,,11k
English,disaggregations,disaggregate,,11k
English,disassemble,,,11k
English,disassembled,disassemble,,11k
English,disassembles,disassemble,,11k
English,disassembling,disassemble,,11k
English,disassembly,disassemble,,11k
English,disentangle,,,11k
English,disentangled,disentangle,,11k
English,disentanglement,disentangle,,11k
English,disentanglements,disentangle,,11k
English,disentangles,disentangle,,11k
English,disentangling,disentangle,,11k
English,disinclined,,,11k
English,disinclination,disinclined,,11k
English,disingenuous,,,11k
English,disingenuously,disingenuous,,11k
English,disjointed,,,11k
English,disjunction,,,11k
English,disjunct,disjunction,,11k
English,disjunctions,disjunction,,11k
English,disjunctive,disjunction,,11k
English,disjunctively,disjunction,,11k
English,disjuncts,disjunction,,11k
English,disown,,,11k
English,disowned,disown,,11k
English,disowning,disown,,11k
English,disowns,disown,,11k
English,displeasure,,,11k
English,disservice,,,11k
English,disservices,disservice,,11k
English,distend,,,11k
English,distended,distend,,11k
English,distending,distend,,11k
English,distends,distend,,11k
English,distension,distend,,11k
English,distensions,distend,,11k
English,dither,,,11k
English,dithered,dither,,11k
English,ditherer,dither,,11k
English,ditherers,dither,,11k
English,dithering,dither,,11k
English,dithers,dither,,11k
English,ditto,,,11k
English,dittoed,ditto,,11k
English,dittoes,ditto,,11k
English,dittoing,ditto,,11k
English,diuretic,,,11k
English,diuretics,diuretic,,11k
English,diva,,,11k
English,divas,diva,,11k
English,doldrum,,,11k
English,doldrums,doldrum,,11k
English,dollop,,,11k
English,dollops,dollop,,11k
English,domicile,,,11k
English,domiciled,domicile,,11k
English,domiciles,domicile,,11k
English,domiciling,domicile,,11k
English,doodle,,,11k
English,doodled,doodle,,11k
English,doodler,doodle,,11k
English,doodlers,doodle,,11k
English,doodles,doodle,,11k
English,doodling,doodle,,11k
English,dopamine,,,11k
English,dossier,,,11k
English,dossiers,dossier,,11k
English,dovetail,,,11k
English,dovetailed,dovetail,,11k
English,dovetailing,dovetail,,11k
English,dovetails,dovetail,,11k
English,downplay,,,11k
English,downplayed,downplay,,11k
English,downplaying,downplay,,11k
English,downplays,downplay,,11k
English,droves,,,11k
English,duchy,,,11k
English,duchies,duchy,,11k
English,dud,,,11k
English,duds,dud,,11k
English,duffel,,,11k
English,dumbfound,,,11k
English,dumbfounded,dumbfound,,11k
English,dumbfounding,dumbfound,,11k
English,dumbfounds,dumbfound,,11k
English,dunk,,,11k
English,dunked,dunk,,11k
English,dunking,dunk,,11k
English,dunks,dunk,,11k
English,duplicity,,,11k
English,duplicities,duplicity,,11k
English,duplicitous,duplicity,,11k
English,duvet,,,11k
English,duvets,duvet,,11k
English,dyad,,,11k
English,dyadic,dyad,,11k
English,dyadically,dyad,,11k
English,dyads,dyad,,11k
English,easement,,,11k
English,easements,easement,,11k
English,ebullient,,,11k
English,ebullience,ebullient,,11k
English,ebulliently,ebullient,,11k
English,econometric,,,11k
English,econometrically,econometric,,11k
English,econometrician,econometric,,11k
English,econometrics,econometric,,11k
English,egregious,,,11k
English,egregiously,egregious,,11k
English,egregiousness,egregious,,11k
English,eke,,,11k
English,eked,eke,,11k
English,ekes,eke,,11k
English,eking,eke,,11k
English,elle,,,11k
English,emaciate,,,11k
English,emaciated,emaciate,,11k
English,emaciates,emaciate,,11k
English,emaciating,emaciate,,11k
English,emaciation,emaciate,,11k
English,embitter,,,11k
English,embittered,embitter,,11k
English,embittering,embitter,,11k
English,embitterment,embitter,,11k
English,embitterments,embitter,,11k
English,embitters,embitter,,11k
English,embolden,,,11k
English,emboldened,embolden,,11k
English,emboldening,embolden,,11k
English,emboldenment,embolden,,11k
English,emboldens,embolden,,11k
English,emery,,,11k
English,emulsion,,,11k
English,emulsions,emulsion,,11k
English,endocrine,,,11k
English,endocrinal,endocrine,,11k
English,endogenous,,,11k
English,endogenously,endogenous,,11k
English,endometrium,,,11k
English,endometrial,endometrium,,11k
English,endometriosis,endometrium,,11k
English,endothelial,,,11k
English,enema,,,11k
English,enemas,enema,,11k
English,enjoin,,,11k
English,enjoined,enjoin,,11k
English,enjoining,enjoin,,11k
English,enjoins,enjoin,,11k
English,ensconce,,,11k
English,ensconced,ensconce,,11k
English,ensconces,ensconce,,11k
English,ensconcing,ensconce,,11k
English,entrap,,,11k
English,entrapment,entrap,,11k
English,entrapments,entrap,,11k
English,entrapped,entrap,,11k
English,entrapping,entrap,,11k
English,entraps,entrap,,11k
English,entreat,,,11k
English,entreated,entreat,,11k
English,entreaties,entreat,,11k
English,entreating,entreat,,11k
English,entreats,entreat,,11k
English,entreaty,entreat,,11k
English,environs,,,11k
English,eosin,,,11k
English,eosine,eosin,,11k
English,eosinophil,eosin,,11k
English,eosinophilic,eosin,,11k
English,eosinophils,eosin,,11k
English,epiphany,,,11k
English,epiphanic,epiphany,,11k
English,epiphanically,epiphany,,11k
English,epiphanies,epiphany,,11k
English,epiphanous,epiphany,,11k
English,epitaph,,,11k
English,epitaphs,epitaph,,11k
English,epoxy,,,11k
English,ere,,,11k
English,erstwhile,,,11k
English,erudite,,,11k
English,eruditely,erudite,,11k
English,erudition,erudite,,11k
English,eruditions,erudite,,11k
English,escapade,,,11k
English,escapades,escapade,,11k
English,ethnocentric,,,11k
English,ethnocentricity,ethnocentric,,11k
English,ethnocentrism,ethnocentric,,11k
English,etymology,,,11k
English,etymological,etymology,,11k
English,etymologically,etymology,,11k
English,etymologies,etymology,,11k
English,etymologist,etymology,,11k
English,etymologists,etymology,,11k
English,eucalyptus,,,11k
English,eugenic,,,11k
English,eugenically,eugenic,,11k
English,eugenics,eugenic,,11k
English,eulogy,,,11k
English,eulogies,eulogy,,11k
English,eulogise,eulogy,,11k
English,eulogised,eulogy,,11k
English,eulogises,eulogy,,11k
English,eulogising,eulogy,,11k
English,eulogist,eulogy,,11k
English,eulogists,eulogy,,11k
English,eulogize,eulogy,,11k
English,eulogized,eulogy,,11k
English,eulogizer,eulogy,,11k
English,eulogizers,eulogy,,11k
English,eulogizes,eulogy,,11k
English,eulogizing,eulogy,,11k
English,eunuch,,,11k
English,eunuchs,eunuch,,11k
English,euphoric,,,11k
English,euphorically,euphoric,,11k
English,eureka,,,11k
English,evangelise,,,11k
English,evangelisation,evangelise,,11k
English,evangelised,evangelise,,11k
English,evangelises,evangelise,,11k
English,evangelising,evangelise,,11k
English,evangelization,evangelise,,11k
English,evangelize,evangelise,,11k
English,evangelized,evangelise,,11k
English,evangelizes,evangelise,,11k
English,evangelizing,evangelise,,11k
English,evangelism,,,11k
English,evangelisms,evangelism,,11k
English,evince,,,11k
English,evinced,evince,,11k
English,evinces,evince,,11k
English,evincing,evince,,11k
English,excrement,,,11k
English,excremental,excrement,,11k
English,exigency,,,11k
English,exigence,exigency,,11k
English,exigencies,exigency,,11k
English,exigent,exigency,,11k
English,exigently,exigency,,11k
English,exogenous,,,11k
English,expletive,,,11k
English,expletives,expletive,,11k
English,extraneous,,,11k
English,extraneously,extraneous,,11k
English,extraterrestrial,,,11k
English,extrude,,,11k
English,extruded,extrude,,11k
English,extrudes,extrude,,11k
English,extruding,extrude,,11k
English,extrusion,extrude,,11k
English,extrusions,extrude,,11k
English,facile,,,11k
English,facileness,facile,,11k
English,fallow,,,11k
English,fecund,,,11k
English,fecundities,fecund,,11k
English,fecundity,fecund,,11k
English,femme,,,11k
English,femmes,femme,,11k
English,femur,,,11k
English,femurs,femur,,11k
English,fief,,,11k
English,fiefdom,fief,,11k
English,fiefdoms,fief,,11k
English,fiefs,fief,,11k
English,fiesta,,,11k
English,fiestas,fiesta,,11k
English,filibuster,,,11k
English,filibustered,filibuster,,11k
English,filibustering,filibuster,,11k
English,filibusters,filibuster,,11k
English,fillibuster,filibuster,,11k
English,fillibustered,filibuster,,11k
English,fillibustering,filibuster,,11k
English,fillibusters,filibuster,,11k
English,finch,,,11k
English,finches,finch,,11k
English,fiord,,,11k
English,fiords,fiord,,11k
English,fjord,fiord,,11k
English,fjords,fiord,,11k
English,firsthand,,,11k
English,fission,,,11k
English,fissions,fission,,11k
English,fizzle,,,11k
English,fizzled,fizzle,,11k
English,fizzles,fizzle,,11k
English,fizzling,fizzle,,11k
English,flabby,,,11k
English,flabbier,flabby,,11k
English,flabbiest,flabby,,11k
English,flabbily,flabby,,11k
English,flabbiness,flabby,,11k
English,flagstone,,,11k
English,flagstones,flagstone,,11k
English,flamingo,,,11k
English,flamingoes,flamingo,,11k
English,flamingos,flamingo,,11k
English,flax,,,11k
English,flaxen,flax,,11k
English,flaxes,flax,,11k
English,flay,,,11k
English,flayed,flay,,11k
English,flaying,flay,,11k
English,flays,flay,,11k
English,florid,,,11k
English,florider,florid,,11k
English,floridest,florid,,11k
English,floridly,florid,,11k
English,floridness,florid,,11k
English,flotilla,,,11k
English,flotillas,flotilla,,11k
English,fluted,,,11k
English,fluting,fluted,,11k
English,folio,,,11k
English,folios,folio,,11k
English,foment,,,11k
English,fomentation,foment,,11k
English,fomented,foment,,11k
English,fomenting,foment,,11k
English,foments,foment,,11k
English,foolhardy,,,11k
English,foolhardier,foolhardy,,11k
English,foolhardiest,foolhardy,,11k
English,foolhardily,foolhardy,,11k
English,foolhardiness,foolhardy,,11k
English,forefather,,,11k
English,forefathers,forefather,,11k
English,foretell,,,11k
English,foretelling,foretell,,11k
English,foretells,foretell,,11k
English,foretold,foretell,,11k
English,foreword,,,11k
English,forewords,foreword,,11k
English,formaldehyde,,,11k
English,formaldehydes,formaldehyde,,11k
English,formica,,,11k
English,fortitude,,,11k
English,fortitudes,fortitude,,11k
English,foundationalism,,,11k
English,foundational,foundationalism,,11k
English,freaked,,,11k
English,freaking,freaked,,11k
English,freehold,,,11k
English,freeholds,freehold,,11k
English,fritter,,,11k
English,frittered,fritter,,11k
English,frittering,fritter,,11k
English,fritters,fritter,,11k
English,fro,,,11k
English,functionary,,,11k
English,functionaries,functionary,,11k
English,furlong,,,11k
English,furlongs,furlong,,11k
English,galore,,,11k
English,gambit,,,11k
English,gambits,gambit,,11k
English,ganglion,,,11k
English,ganglia,ganglion,,11k
English,ganglionic,ganglion,,11k
English,ganglions,ganglion,,11k
English,gargoyle,,,11k
English,gargoyles,gargoyle,,11k
English,garter,,,11k
English,garters,garter,,11k
English,gated,,,11k
English,geezer,,,11k
English,geezers,geezer,,11k
English,gelding,,,11k
English,geld,gelding,,11k
English,gelded,gelding,,11k
English,geldings,gelding,,11k
English,gelds,gelding,,11k
English,genie,,,11k
English,genies,genie,,11k
English,genotype,,,11k
English,genotypes,genotype,,11k
English,geopolitics,,,11k
English,geopolitical,geopolitics,,11k
English,ghoul,,,11k
English,ghoulish,ghoul,,11k
